"","principal_eigenvalue","asymmetry","peakedness","eigengap.modalities","Summary_tree","Model"
"347",9083.99711197698,0.270404403945476,4.1509726538845,406,"MCC","Population Null"
"348",1781.29518499424,1.01035168719076,2.54191680574629,128,"MRC","Population Null"
"349",8973.21718079268,-0.0308618430545238,2.029488053396,457,"MCC","Null"
"350",6660.80812045092,-0.182311285757952,1.92729562193323,456,"MRC","Null"
"351",9086.66567112163,0.270185823407371,4.13723810914562,1,"MCC","Population Null"
"352",1774.73264464149,1.0071734028993,2.5454096738789,128,"MRC","Population Null"
"353",9117.91818775114,-0.0273261781457592,2.02313814840841,1,"MCC","Null"
"354",6623.08069084253,-0.194255537971176,1.95915881539101,1,"MRC","Null"
"355",9087.70503022845,0.269776653208932,4.16440822162734,406,"MCC","Population Null"
"356",1789.73666075578,1.0022433970459,2.55258290074518,129,"MRC","Population Null"
"357",9033.67460385561,-0.0298521699528858,2.02941513668607,1,"MCC","Null"
"358",6600.39189986334,-0.189596895962049,1.92299166490169,456,"MRC","Null"
"359",9083.58282939133,0.270671719218914,4.16297245582502,1,"MCC","Population Null"
"360",1787.93027353433,1.00196790590098,2.55173935213192,129,"MRC","Population Null"
"361",9153.96022578815,-0.0290513046242316,2.03128016859172,1,"MCC","Null"
"362",6602.72655983405,-0.193857174653652,1.95475111253865,456,"MRC","Null"
"363",9086.28414630538,0.269448804145259,4.1289935255171,406,"MCC","Population Null"
"364",1777.61708381527,1.00731720187713,2.54610059421692,128,"MRC","Population Null"
"365",9136.59205698075,-0.0285896159196908,2.02999666924012,1,"MCC","Null"
"366",6585.80054885489,-0.200990790724793,1.95233717063228,1,"MRC","Null"
"367",9085.68922465915,0.270570027508652,4.15032273661364,406,"MCC","Population Null"
"368",1775.82288851246,1.00729398652427,2.54589287849787,128,"MRC","Population Null"
"369",9122.75090247923,-0.0274056443995354,2.01132270850564,1,"MCC","Null"
"370",6673.97022069044,-0.187541354965759,1.9359893911584,1,"MRC","Null"
"371",9085.48963012629,0.269759362973071,4.13406458373694,1,"MCC","Population Null"
"372",1778.77141549739,1.00723444847119,2.54604474210537,128,"MRC","Population Null"
"373",9062.88296547518,-0.0306224557050094,2.02286078833947,457,"MCC","Null"
"374",6612.40470819622,-0.200379103480853,1.9611855793035,1,"MRC","Null"
"375",9086.08799120124,0.269607151037789,4.13038653900307,406,"MCC","Population Null"
"376",1790.37280150055,1.00219810656576,2.55219493846776,129,"MRC","Population Null"
"377",9082.80632112653,-0.0266911118543882,2.00451961438959,1,"MCC","Null"
"378",6601.62960138498,-0.196819522016635,1.94549716874487,1,"MRC","Null"
"379",9085.18847119496,0.270913001910898,4.15946677536144,1,"MCC","Population Null"
"380",1769.89704611121,1.00421858192958,2.55017253830519,128,"MRC","Population Null"
"381",9001.57721240444,-0.0276004040115835,2.02019459203279,1,"MCC","Null"
"382",6658.87834313208,-0.189978557116974,1.93385115924638,1,"MRC","Null"
"383",9082.07729769341,0.269610634299331,4.16208909613542,1,"MCC","Population Null"
"384",1788.60421638874,1.00225182936637,2.55355339592719,129,"MRC","Population Null"
"385",8968.41298687517,-0.0302209899889473,2.02734386297362,457,"MCC","Null"
"386",6655.24251202725,-0.197034286164698,1.96242811608532,1,"MRC","Null"
"387",9086.55354835851,0.269945400720554,4.15773543286108,1,"MCC","Population Null"
"388",1776.07958772129,1.0073106907925,2.5458608029908,128,"MRC","Population Null"
"389",8987.31747106901,-0.030023399426165,2.04015907952314,1,"MCC","Null"
"390",6603.29012353589,-0.201634756763458,1.9658783333069,1,"MRC","Null"
"391",9085.79588131137,0.270602709864589,4.16030586185649,406,"MCC","Population Null"
"392",1788.76137530659,0.998943384058117,2.55681565497442,129,"MRC","Population Null"
"393",9132.16671536585,-0.0285176716906645,2.02255153122405,1,"MCC","Null"
"394",6619.03595951512,-0.197480679309647,1.94885309765072,1,"MRC","Null"
"395",9087.89371127925,0.270311389977132,4.15861025961316,406,"MCC","Population Null"
"396",1775.31690527143,1.00732999536063,2.54651776738787,128,"MRC","Population Null"
"397",9067.63843829513,-0.028722493721727,2.03652297787767,1,"MCC","Null"
"398",6568.12809811296,-0.211037542651364,1.95780629515054,1,"MRC","Null"
"399",9090.21363253374,0.270348703682054,4.16059396252085,1,"MCC","Population Null"
"400",1773.50457155295,1.00710284250948,2.54628881765145,128,"MRC","Population Null"
"401",5789.53255026957,2.66656587608306,1.42444548122129,2,"MCC","Empirical"
"402",3388.48223556551,4.57423314857263,1.57413698816189,1,"MRC","Empirical"
